design_id,cd,body
F_D_WM_WW_1158,0.2829851750268994,F
F_D_WM_WW_2012,0.2832995226381756,F
F_D_WM_WW_3899,0.2835226978709346,F
F_D_WM_WW_0594,0.2838716572343633,F
F_D_WM_WW_2287,0.284158971728927,F
F_D_WM_WW_0099,0.2844964936363878,F
F_D_WM_WW_2340,0.2849012699567328,F
F_D_WM_WW_1269,0.2851675292270386,F
F_D_WM_WW_2226,0.2856580734669358,F
F_D_WM_WW_2481,0.2860546678215925,F
F_D_WM_WW_0572,0.2864736960386747,F
F_D_WM_WW_0391,0.2869455652198139,F
F_D_WM_WW_3865,0.2874482192322397,F
F_D_WM_WW_3663,0.287857364974342,F
F_S_WWC_WM_700,0.2884090619634551,F
F_D_WM_WW_2542,0.2889404298128598,F
F_D_WM_WW_2208,0.2895169040344491,F
F_D_WM_WW_1966,0.2901745341132965,F
F_D_WM_WW_1374,0.291066327518469,F
F_D_WM_WW_2620,0.291818589737735,F
F_D_WM_WW_0414,0.2930971817746546,F
F_D_WM_WW_1383,0.294501717953545,F
F_D_WM_WW_0073,0.2957586066847465,F
F_D_WM_WW_1643,0.2975730356478386,F
F_D_WM_WW_3391,0.3008060743347673,F
F_D_WM_WW_3269,0.3068363707074917,F
F_D_WM_WW_2157,0.3194472166614315,F
N_S_WWC_WM_407,0.1998517627541528,N
N_S_WW_WM_277,0.2086647339468438,N
N_S_WW_WM_325,0.2097939899933555,N
N_S_WWC_WM_241,0.2116294677940199,N
N_S_WW_WM_149,0.2129741947275747,N
N_S_WWS_WM_174,0.2143696377973422,N
N_S_WWC_WM_355,0.2162326654318936,N
N_S_WWS_WM_243,0.2173649262159468,N
N_S_WW_WM_299,0.2185567750033222,N
N_S_WWC_WM_307,0.2189981434983389,N
N_S_WW_WM_631,0.2196916615348837,N
N_S_WWS_WM_468,0.2205268931129568,N
N_S_WWS_WM_390,0.2212960110199335,N
N_S_WWS_WM_223,0.2219286861362126,N
N_S_WWC_WM_141,0.2224869751328903,N
N_S_WWS_WM_446,0.2229505754385382,N
N_S_WWC_WM_410,0.2232316607774086,N
N_S_WWC_WM_002,0.2239793576378737,N
N_S_WW_WM_307,0.2243460321096346,N
N_S_WW_WM_476,0.2254055710299003,N
N_S_WW_WM_042,0.2260145612225913,N
N_S_WWS_WM_332,0.22645787420598,N
N_S_WW_WM_008,0.2267185927275747,N
N_S_WWS_WM_334,0.2271555180232558,N
N_S_WW_WM_300,0.2274418584019933,N
N_S_WWS_WM_088,0.2278580610564784,N
N_S_WW_WM_477,0.2281738293322259,N
N_S_WW_WM_039,0.2284834224950166,N
N_S_WWC_WM_482,0.2289220844784053,N
N_S_WWS_WM_397,0.2292290822458471,N
N_S_WWS_WM_392,0.22965977810299,N
N_S_WWC_WM_034,0.2301050702923588,N
N_S_WW_WM_481,0.2304408221495016,N
N_S_WW_WM_086,0.2308843169601328,N
N_S_WWC_WM_283,0.231253864578073,N
N_S_WW_WM_193,0.2315837160398671,N
N_S_WWC_WM_235,0.2318520977906976,N
N_S_WW_WM_136,0.2324123438538206,N
N_S_WWS_WM_321,0.2329543414983388,N
N_S_WW_WM_652,0.2335310102923588,N
N_S_WWS_WM_260,0.2337342178604651,N
N_S_WW_WM_201,0.2340855246578073,N
N_S_WW_WM_483,0.234361883192691,N
N_S_WW_WM_183,0.2345060444285714,N
N_S_WW_WM_250,0.234814304,N
N_S_WWC_WM_269,0.2350967303023255,N
N_S_WWS_WM_115,0.2354473068073089,N
N_S_WWC_WM_339,0.2359809649700997,N
N_S_WWC_WM_100,0.2362755891594684,N
N_S_WWS_WM_283,0.2365235657973422,N
N_S_WW_WM_415,0.2367829508405315,N
N_S_WWS_WM_220,0.2372782919667774,N
N_S_WWS_WM_359,0.2376453914252491,N
N_S_WWS_WM_136,0.2381487724053156,N
N_S_WWS_WM_406,0.2382788431794019,N
N_S_WWS_WM_428,0.2385076702558139,N
N_S_WW_WM_260,0.2388203438239202,N
N_S_WWC_WM_093,0.2392506611594684,N
N_S_WW_WM_095,0.2395182653588039,N
N_S_WWS_WM_488,0.239780109385382,N
N_S_WWS_WM_274,0.2400116793521594,N
N_S_WW_WM_624,0.2403793515016611,N
N_S_WWC_WM_478,0.240876846475083,N
N_S_WWC_WM_428,0.2411568523023255,N
N_S_WW_WM_150,0.2414664263455149,N
N_S_WWS_WM_366,0.2418224842624584,N
N_S_WW_WM_337,0.2423389078372093,N
N_S_WWS_WM_119,0.2427632505249169,N
N_S_WWS_WM_388,0.2432154115348837,N
N_S_WW_WM_115,0.2436671699833886,N
N_S_WW_WM_064,0.2439790639401993,N
N_S_WWS_WM_142,0.2442880689036545,N
N_S_WW_WM_184,0.2445973107774086,N
N_S_WW_WM_449,0.24493325930897,N
N_S_WW_WM_037,0.2452539935049834,N
N_S_WW_WM_400,0.2456568417109634,N
N_S_WW_WM_681,0.2459766230930232,N
N_S_WW_WM_371,0.2464261082657808,N
N_S_WW_WM_237,0.2468228336212624,N
N_S_WW_WM_380,0.24706325,N
N_S_WWC_WM_387,0.2474333019302325,N
N_S_WW_WM_348,0.2476466740431893,N
N_S_WWC_WM_266,0.2480398271162791,N
N_S_WW_WM_677,0.2483675406046511,N
N_S_WWC_WM_294,0.2485850804318937,N
N_S_WW_WM_341,0.2488219805681063,N
N_S_WW_WM_176,0.2491591045880399,N
N_S_WWC_WM_370,0.2495570341196013,N
N_S_WWS_WM_343,0.2499279680099667,N
N_S_WWC_WM_094,0.2501572001362126,N
N_S_WWS_WM_352,0.250597931551495,N
N_S_WW_WM_470,0.2508285908139535,N
N_S_WW_WM_655,0.2512024225415282,N
N_S_WW_WM_537,0.2516136708438538,N
N_S_WWC_WM_286,0.2517145076112956,N
N_S_WW_WM_195,0.2519759284784053,N
N_S_WWS_WM_289,0.2523007464551495,N
N_S_WWC_WM_484,0.2527072805116279,N
N_S_WWS_WM_182,0.2531805369601329,N
N_S_WW_WM_293,0.2534712466245847,N
N_S_WW_WM_014,0.2538565054451827,N
N_S_WW_WM_636,0.2541490392724252,N
N_S_WW_WM_224,0.2544422601129568,N
N_S_WWC_WM_400,0.2546770507275747,N
N_S_WW_WM_669,0.2551643347873754,N
N_S_WW_WM_661,0.2553874640265781,N
N_S_WW_WM_338,0.2559948159568107,N
N_S_WW_WM_134,0.2564188767607973,N
N_S_WW_WM_527,0.2568527529634551,N
N_S_WW_WM_414,0.2570857439003322,N
N_S_WW_WM_454,0.2574829272890365,N
N_S_WWS_WM_421,0.2578082227607973,N
N_S_WW_WM_472,0.2581540618604652,N
N_S_WWS_WM_324,0.2583584089966777,N
N_S_WW_WM_602,0.2587374679202657,N
N_S_WW_WM_107,0.2590344911362127,N
N_S_WW_WM_428,0.2595968279435216,N
N_S_WWS_WM_132,0.2601551062491694,N
N_S_WWC_WM_512,0.260615864538206,N
N_S_WW_WM_532,0.261129249179402,N
N_S_WWS_WM_155,0.2614722051395349,N
N_S_WW_WM_290,0.2618849820431893,N
N_S_WW_WM_177,0.2622434223887043,N
N_S_WW_WM_245,0.2628639896877076,N
N_S_WWS_WM_443,0.2634294387973422,N
N_S_WW_WM_331,0.2639986261760797,N
N_S_WW_WM_027,0.2645752103189369,N
N_S_WWC_WM_352,0.2654322529435216,N
N_S_WWC_WM_189,0.2657710330531562,N
N_S_WWS_WM_305,0.2667465396478405,N
N_S_WW_WM_090,0.2670082565847175,N
N_S_WW_WM_513,0.2677590249534883,N
N_S_WWS_WM_242,0.2682209189601329,N
N_S_WWS_WM_281,0.2690583679534883,N
N_S_WWS_WM_245,0.2703336970431894,N
N_S_WW_WM_347,0.2711090862192691,N
N_S_WWC_WM_118,0.2718921669136213,N
N_S_WWC_WM_479,0.2724895698504983,N
N_S_WWS_WM_336,0.2737702431362126,N
N_S_WWC_WM_194,0.2745075439767442,N
N_S_WWC_WM_090,0.2752749941495016,N
N_S_WWC_WM_412,0.2764385694518272,N
N_S_WW_WM_622,0.2774591940963455,N
N_S_WW_WM_225,0.2785069248405316,N
N_S_WWS_WM_304,0.2798582371860465,N
N_S_WW_WM_642,0.2808572607242525,N
N_S_WWC_WM_219,0.2827827828471761,N
N_S_WW_WM_367,0.2846572350498338,N
N_S_WWC_WM_116,0.2911512370431894,N
N_S_WWS_WM_391,0.2984809924186046,N
E_S_WWC_WM_202,0.2191974104119601,E
E_S_WWC_WM_296,0.2299606829468438,E
E_S_WWC_WM_275,0.2334522432724252,E
E_S_WW_WM_688,0.2365185559767441,E
E_S_WW_WM_536,0.237149319,E
E_S_WWC_WM_350,0.239383583026578,E
E_S_WWC_WM_398,0.240669982219269,E
E_S_WWC_WM_143,0.2416250531362126,E
E_S_WWC_WM_088,0.2427145391096345,E
E_S_WW_WM_162,0.2435169070664452,E
E_S_WW_WM_427,0.2444459439700996,E
E_S_WWC_WM_087,0.2448991922990033,E
E_S_WWC_WM_386,0.2457385996478405,E
E_S_WWC_WM_258,0.2463234705681063,E
E_S_WWC_WM_127,0.2471659353189368,E
E_S_WW_WM_192,0.2478716900631229,E
E_S_WW_WM_659,0.2484481848039867,E
E_S_WW_WM_022,0.2492107968604651,E
E_S_WWC_WM_337,0.2494658213920266,E
E_S_WWC_WM_085,0.2498667735149501,E
E_S_WWC_WM_298,0.2505890459700997,E
E_S_WW_WM_648,0.250949516013289,E
E_S_WW_WM_516,0.2512595007342192,E
E_S_WW_WM_508,0.251709258564784,E
E_S_WW_WM_146,0.2520942077109634,E
E_S_WW_WM_488,0.2524883558438538,E
E_S_WW_WM_066,0.2532352449269103,E
E_S_WW_WM_077,0.253765264269103,E
E_S_WWC_WM_566,0.2543541211395348,E
E_S_WWC_WM_252,0.2545160266478405,E
E_S_WW_WM_147,0.2549744173455149,E
E_S_WWC_WM_306,0.2553422189169435,E
E_S_WW_WM_214,0.2557396830797342,E
E_S_WW_WM_593,0.2562273643488372,E
E_S_WW_WM_428,0.2566191927109634,E
E_S_WW_WM_612,0.2569197526611296,E
E_S_WW_WM_124,0.2574018641196013,E
E_S_WW_WM_689,0.2577587794584717,E
E_S_WWC_WM_388,0.2580868075249169,E
E_S_WWC_WM_148,0.2584764509302326,E
E_S_WWC_WM_418,0.2590729079169435,E
E_S_WW_WM_037,0.2592839209069767,E
E_S_WW_WM_565,0.2597578076744186,E
E_S_WW_WM_087,0.2601550029435217,E
E_S_WW_WM_053,0.2604615211661129,E
E_S_WWC_WM_342,0.2608854264252492,E
E_S_WW_WM_348,0.2613122489900332,E
E_S_WW_WM_415,0.2616973006146179,E
E_S_WWC_WM_555,0.2624966646710964,E
E_S_WWC_WM_359,0.2628328960764119,E
E_S_WWC_WM_494,0.2633071562458471,E
E_S_WW_WM_372,0.2636588064385382,E
E_S_WW_WM_606,0.2642592386611295,E
E_S_WW_WM_690,0.2645997833322259,E
E_S_WWC_WM_474,0.264789017475083,E
E_S_WWC_WM_403,0.2651052813953488,E
E_S_WWC_WM_266,0.265444202448505,E
E_S_WWC_WM_429,0.2656519457043189,E
E_S_WW_WM_450,0.2660693022126246,E
E_S_WWC_WM_110,0.2665460967375415,E
E_S_WW_WM_243,0.2669273498604651,E
E_S_WWC_WM_197,0.2674390598936877,E
E_S_WW_WM_468,0.2677461851395348,E
E_S_WWC_WM_213,0.2680637203754153,E
E_S_WW_WM_017,0.2685008664152823,E
E_S_WWC_WM_434,0.2689778643887043,E
E_S_WWC_WM_297,0.2693719209136213,E
E_S_WW_WM_333,0.2699066901063122,E
E_S_WW_WM_411,0.2703279028870431,E
E_S_WW_WM_387,0.2706243184352159,E
E_S_WWC_WM_412,0.2708823868637874,E
E_S_WWC_WM_692,0.2711424014285714,E
E_S_WWC_WM_675,0.2713351111893687,E
E_S_WW_WM_267,0.2716767224584717,E
E_S_WW_WM_645,0.2718554286877076,E
E_S_WWC_WM_126,0.272215451372093,E
E_S_WWC_WM_333,0.2724584679302326,E
E_S_WW_WM_662,0.2727777779568106,E
E_S_WWC_WM_357,0.2733838234219269,E
E_S_WW_WM_441,0.2736268236511628,E
E_S_WWC_WM_132,0.2739580852093023,E
E_S_WW_WM_139,0.2742417197607973,E
E_S_WW_WM_260,0.2744931309833888,E
E_S_WW_WM_614,0.2748843579368771,E
E_S_WWC_WM_157,0.2751407370930233,E
E_S_WWC_WM_035,0.2753409111893687,E
E_S_WW_WM_402,0.2755288920365448,E
E_S_WW_WM_056,0.2760346072757475,E
E_S_WWC_WM_459,0.2762967577807309,E
E_S_WWC_WM_590,0.2765480587541528,E
E_S_WW_WM_430,0.276815244358804,E
E_S_WW_WM_586,0.2771562897641196,E
E_S_WWC_WM_195,0.2775158265813953,E
E_S_WWC_WM_623,0.2776863914086379,E
E_S_WWC_WM_471,0.2782236601495016,E
E_S_WWC_WM_440,0.2785237171860465,E
E_S_WW_WM_572,0.2787010063388704,E
E_S_WW_WM_143,0.2790145376179402,E
E_S_WWC_WM_065,0.2793140789966777,E
E_S_WW_WM_640,0.2796432584385382,E
E_S_WW_WM_463,0.27990907830897,E
E_S_WWC_WM_076,0.2802942426611295,E
E_S_WWC_WM_679,0.2807130017740864,E
E_S_WWC_WM_486,0.2810694130963455,E
E_S_WWC_WM_399,0.2815369783056478,E
E_S_WWC_WM_170,0.2818342688172757,E
E_S_WW_WM_357,0.2822711169933555,E
E_S_WW_WM_644,0.2825878149667774,E
E_S_WW_WM_522,0.283025044833887,E
E_S_WWC_WM_023,0.2836359096511628,E
E_S_WWC_WM_179,0.2839659508305648,E
E_S_WW_WM_494,0.2844236413322258,E
E_S_WW_WM_619,0.2848591688239202,E
E_S_WWC_WM_579,0.2853292705880398,E
E_S_WWC_WM_463,0.2859590114019933,E
E_S_WW_WM_635,0.2864126034551495,E
E_S_WWC_WM_229,0.2866864037973422,E
E_S_WWC_WM_056,0.2871836939568106,E
E_S_WWC_WM_216,0.2877693497740863,E
E_S_WW_WM_409,0.2882418943255814,E
E_S_WWC_WM_155,0.288704978166113,E
E_S_WWC_WM_133,0.2890218299933555,E
E_S_WW_WM_180,0.2895043021063123,E
E_S_WWC_WM_401,0.2898453171760797,E
E_S_WWC_WM_328,0.2903253760033222,E
E_S_WWC_WM_233,0.2909794049900333,E
E_S_WWC_WM_509,0.2913644173887044,E
E_S_WW_WM_677,0.2917037135382059,E
E_S_WWC_WM_278,0.2920887095182724,E
E_S_WW_WM_621,0.292513597026578,E
E_S_WW_WM_564,0.2932235448305648,E
E_S_WWC_WM_336,0.2935431017541527,E
E_S_WW_WM_203,0.294122552730897,E
E_S_WW_WM_699,0.2944361353222591,E
E_S_WW_WM_109,0.2950648389900332,E
E_S_WW_WM_313,0.2957333616046512,E
E_S_WW_WM_116,0.2961999497275747,E
E_S_WWC_WM_177,0.2970350480531561,E
E_S_WWC_WM_290,0.2978673967142857,E
E_S_WW_WM_563,0.2984936877541528,E
E_S_WW_WM_102,0.2994347813421927,E
E_S_WW_WM_245,0.3001207422491694,E
E_S_WW_WM_167,0.3011123581760797,E
E_S_WW_WM_304,0.3022825185116279,E
E_S_WWC_WM_473,0.3038578364418604,E
E_S_WWC_WM_600,0.3053299558903654,E
E_S_WW_WM_531,0.307246442847176,E
E_S_WWC_WM_394,0.3090189903222591,E
E_S_WW_WM_657,0.3117904170166113,E
E_S_WW_WM_700,0.3198101698903654,E
